title,date,authors,isbn,description,collection,img,publisher,language,format,url
".hack//Alcor","Noviembre 2008","Kanami Amou, Rena Izumibara","978-8-498-14020-0","Nanase, una usuaria del universo The World, está enamorada de Silabus en secreto. Pero aunque sabe que a él le gusta Alkaid, la tímida Nanase entra a formar parte de su gremio para estar a su lado. ¡Una nueva historia dentro del universo .hack!","","https://i1.whakoom.com/small/17/1c/a6abe61218ef4fe8aff72cb9a6ac4dbb.jpg","Norma Editorial","Español (España)","Rústica 152 pp","https://www.whakoom.com/ediciones/4/hackalcor-rustica_152_pp_bn"
"@Iaioflautas","Febrero 2013","Andrea Lucio","978-8-493-84219-2","Ahora están poniendo el futuro de nuestras hijas y nietas en peligro. Estamos orgullosas de la respuesta social y del empuje que están mostrando las nuevas generaciones en la lucha por una democracia digna de este nombre y por la justicia social, contra los banqueros y los políticops cómplices. Estamos a su lado, de corazón, en las asambleas de barrio y también en la acción.","","https://i1.whakoom.com/small/1b/38/0ffb33c94ccc437a93ee65e08065f0e4.jpg","DeBarris","Español (España)","Rústica 60 pp","https://www.whakoom.com/ediciones/590408/iaioflautas-rustica_60_pp"
"@twitteando mi #amor","Julio 2011","Mio Mamura","978-8-415-36604-1","Para no ser menos que los demás, Reona se abre una cuenta en Twitter para contar sus vivencias. Hoy ve a su querido Tokuda otra vez, mientras Mori se preocupa por ella, como siempre... Su número de seguidores se incrementa día a día y... No puede ser... ¡¡Tokuda empieza a seguirla!! Y ahora que todo parece ir de maravillas para llegar a Tokuda, Mori le empieza a gustar un poco más... ¡Un triángulo amoroso de 140 caracteres!","","https://i1.whakoom.com/small/0a/15/4920e05f052f48909783fb1c559df22c.jpg","Ivrea","Español (España)","Rústica con sobrecubierta","https://www.whakoom.com/ediciones/287708/twitteando_mi_amor-rustica_con_sobrecubierta"
"[Rec] Historias inéditas","2012","Hernán Migoya, Feliciano García Zecchin, Andrea Jen, Álvaro Ruilova, Salvador Sanz, Xoan (Joan Marín)","978-8-499-47422-9","Paco Plaza y Jaume Balagueró presentan 5 historias inéditas del universo [REC] adaptadas por Hernán Migoya al formato cómic. Las ilustran 5 dibujantes: Andrea Jen, Xoan Marín, Feliciano García Zecchín, Salvador Sanz y Álvaro Ruilova venidos de diversos lugares del mundo, Con la colaboración de Alejandro Colucci en la portad a y contraportada, además de otras ilustraciones de grandes dibujantes del mundillo que podrás descubrir en su interior. Lanzamiento sincronizado con la película.","","https://i1.whakoom.com/small/39/31/55db6f0e16d449b784fc356cdea2ae56.jpg","Glénat España - Editores de Tebeos","Español (España)","Cartoné. 96 pp","https://www.whakoom.com/ediciones/88157/_rec__historias_ineditas-cartone_96_pp"
"¡... Y entonces lo agarramos!","1983","Gahan Wilson","978-9-502-50203-8","Título original: .and then we'll get him! Traducción de Graciela Montes. Gahan Wilson, una de las instituciones nacionales de los Estados Unidos, adquirió fama gracias a sus trabajos para Playboy. Desde entonces atrajo la atención del mundo del humor por su universo tan peculiar, morboso, de víctimas azoradas por lo inesperado, o esperado pero no bienvenido. Buena mezcla de Charles Addams y Woody Alien, el humor de Wilson suele ser comparado también con el de Mark Twain y Jonathan Swift","","https://i1.whakoom.com/small/21/1c/0bd6012116694bb189b18e2ccab9a935.jpg","Centro Editor de América Latina","Español (Argentina)","Rústica 140 pp","https://www.whakoom.com/ediciones/657839/y_entonces_lo_agarramos-rustica_140_pp"
"¡¡¡Batman!!! La inolvidable serie de los 60","Febrero 2017","Doc Pastor","978-8-461-77618-4","Adam West. Auténtico icono de la cultura pop. Un nombre totalmente ligado al mundo de la televisión gracias a su participación como protagonista en la serie Batman. Junto a él estaba Burt Ward como Robin, Cesar Romero como el Joker, Frank Gorshin como el Acertijo y Vincent Price como Cabeza de Huevo, además de otros grandísimos actores que no dudaron en participar en la que fue la producción estrella de esa década. Ahora llega ¡¡¡BATMAN!!! La inolvidable serie de los 60. Un libro que repasa la trayectoria de esta cabecera, de sus creadores, de las series que mantuvieron viva la antorcha y de cómo ha influido notablemente en muchos productos posteriores.","","https://i1.whakoom.com/small/2b/1c/65add4d3be584d03ba73ac7a2cd63ad5.jpg","Autoedición","Español (España)","Rústica 224 pp","https://www.whakoom.com/ediciones/626890/batman_la_inolvidable_serie_de_los_60-rustica_224_pp"
"¡¡¡Sálvese quien podamos!!!","Octubre 2013","Asier Sanz, Javier Gamboa","978-8-415-49527-7","","","https://i1.whakoom.com/small/33/03/7cb6514fe473443aa7749e0a622e0a0c.jpg","Ediciones Beta","Español (España)","Rústica 96 pp","https://www.whakoom.com/ediciones/526322/salvese_quien_podamos-rustica_96_pp"
"¡¡Atleeeeti!! Comic Oficial","","Robert Sterner, Miguel Alfageme, Bernardo de Salazar","978-8-492-57323-3","Atleeeti, atleeeti, Atlético de Madrid... Alguien se preguntaba por qué somos del Atleti. Esta historia en cómic del Atlético de Madrid puede explicarlo. Un determinado sentimiento, una determinada identidad sólo se explican si se conoce cómo se han fraguado y este cómic tiene todos los ingredientes para entenderlos. El mito del Atlético al descubierto: jugadores y alineaciones legendarios, estadios, palmarés, presidentes, pichichis, himno, equipación... El cómic oficial de un club legendario.","","https://i1.whakoom.com/small/03/25/3ef3216cb5d54500a519a9f174ace04f.jpg","Bookadillo","Español (España)","","https://www.whakoom.com/ediciones/229735/atleeeeti_comic_oficial"
"¡¡El Chacho!!","Diciembre 2015","José Massaroli","978-9-873-82603-0","Esta historieta, con el nombre de Vida de El Chacho, fue escrita y dibujada para ser publicada por el diario La Voz durante el año 1985. Quedó inconclusa, debido a un repentino cambio de orientación de la empresa. Había varias páginas bocetadas a lápiz, que con su correspondiente guion conservé hasta no hace mucho, cuando La Duendes decidió publicar semanalmente la historieta en su blog Historieta Patagónica. Así fue como, casi 30 años después, pasé a tinta esas páginas ya amarillentas, y escribí y dibujé unas cuantas más para darle un final a la historia. El resultado ha sido, pues, un raro pero muy reconfortante caso de colaboración a través del tiempo entre un joven de 30 años y un adulto que lo dobla en edad. El entusiasmo y la pasión por nuestra historia, sin embargo, son los mismos.","","https://i1.whakoom.com/small/0b/1d/2242c325a6154d2db660e2a257abbaef.jpg","La Duendes","Español (Argentina)","Rústica 102 pp","https://www.whakoom.com/ediciones/625885/el_chacho-rustica_102_pp"
"¡¡Esa incómoda batalla de la que usted me habla!! Noáin 1521","13 de noviembre de 2023","Oroz","978-8-496-51341-9","Navarros, castellanos, aragoneses, guipuzcoanos, vizcaínos, alaveses, bearneses, franceses, todos reunidos a las puertas de Pamplona para protagonizar la gran batalla campal de la Conquista de Navarra (1512-1524). Humor e ironía para explicar, con rigor histórico, las situaciones, lugares y protagonistas de aquel hito que cambió para siempre la historia del Reyno.","","https://i1.whakoom.com/small/0c/3d/50cf0194fcaa4c95a8d6f6ca28eab002.jpg","Mintzoa Editorial","Español (España)","Cartoné 64 pp","https://www.whakoom.com/ediciones/657572/esa_incomoda_batalla_de_la_que_usted_me_habla_noain_1521-cartone_64_pp"
"¡¡Facundo!!","9 de abril de 2014","José Massaroli","978-9-872-80028-4","La historieta biográfica sobre el célebre caudillo riojano que pasó a la leyenda como El Tigre de los Llanos, defensor incansable del federalismo, escrita y dibujada por José Massaroli en el año 1984, fue publicada originalmente en el diario La Voz a lo largo de 205 páginas diarias. Hoy, la editorial la Duendes presenta un nuevo libro con la historieta completa rediagramada, en 96 páginas a gran tamaño. Continuando con el camino trazado anteriormente con ¡¡Juan Moreira!! Y Fusilen a ¡¡Dorrego!!, publicadas anteriormente en el blog patagónico, le toca el turno ahora a esta historieta escrita y dibujada por mí en el año 1984 para ser publicada a razón de una página por día por el diario La Voz","","https://i1.whakoom.com/small/12/29/95435c6851d7499db22df46c9af6213a.jpg","La Duendes","Español (Argentina)","Rústica 94 pp","https://www.whakoom.com/ediciones/606432/facundo-rustica_94_pp"
"¡¡No te rindas, Nakamura!!","25 de junio de 2020","Syundei","978-8-418-22216-0","Nakamura está pillado por un compañero de clase, el alegre Hirose, pero dada su timidez jamás ha hablado con él. Después de un año observándole desde la lejanía, se propone hacerlo e imagina cómo podría lograrlo: un encuentro casual, una pregunta inocente, meterse en una conversación en grupo... Desgraciadamente, sus intentos fracasan uno tras otro de manera cómica. Aun así, Nakamura no se rinde. ¿Llegará el día en el que pueda hablar con Hirose? Si lo consigue, quién sabe, tal vez pueda llegar hasta su corazón.","","https://i1.whakoom.com/small/14/0f/eb1bb8a8441147bf8b1833be78317c60.jpg","Milky Way Ediciones","Español (España)","Rústica con sobrecubierta","https://www.whakoom.com/ediciones/680859/no_te_rindas_nakamura"
"¡A la aventura!","5 de marzo de 2018","Alexis Nolla","978-8-492-61521-6","Lo mejor de una aventura no sucede durante el viaje, sino cuando alguien tiene la idea y grita … ¡A la aventura! Ese momento de euforia es ahora. Porque aún no has abierto este libro con viajes al Polo Sur, narices congeladas, gorros de lana, tazas de latón, colas de mapache, zorros con camisetas de las Slits, monstruos melancólicos, cuentos de fogata, escondites y también Islas del Diablo. Alexis Nolla, un cruce perfecto entre un Sendak intrépido y un Eric Chase Anderson, hermano de Wes, divertidísimo, sabe que lo mejor del mapa del tesoro no es el tesoro, sino el mapa del tesoro. Es decir, que la mejor aventura es la que aún no se ha vivido, la que se inventa. La que está en los libros y en la imaginación del que de repente grita: ¡A la aventura!","","https://i1.whakoom.com/small/21/25/2fab461fde234207a3f0fd93a2be3f1e.jpg","Apa Apa Cómics","Español (España)","Cartoné 128 pp","https://www.whakoom.com/ediciones/501922/a_la_aventura"
"¡A los Dieciséis!","29 de enero de 2016","Kayoru","978-8-416-60479-1","¡Una comedia romántica de convivencia de unos recién casados a los 16 años! Wakaba está a punto de cumplir 16 años, y su plan es casarse. Sí, así como se lee. La familia de su amigo de la infancia, Sousuke, ha caído en bancarrota, y Wakaba le propone matrimonio para así evitarles la ruina. ¡¡Ella está muy emocionada por poder estar junto a su querido amor!! Comenzarán una nueva vida de casados de ensueño, llena de situaciones románticas! Pero antes, ella tendrá que terminar de enamorarlo.","","https://i1.whakoom.com/small/31/19/1a1af093b50042ccb80abbd5be9c8ce1.jpg","Ivrea","Español (España)","Rústica con sobrecubierta","https://www.whakoom.com/ediciones/397443/a_los_dieciseis-rustica_con_sobrecubierta"
"¡A mí no me grite!","2019","Quino","978-9-875-15743-3","","","https://i1.whakoom.com/small/3b/15/b04803f2cb8f47a39d0b899580f91620.jpg","Ediciones de la Flor","Español (Argentina)","Rústica","https://www.whakoom.com/ediciones/356424/a_mi_no_me_grite-rustica"
"¡A por los Freebies!","Abril 2007","Jamie Hewlett","978-8-478-33768-2","¡A por los Freebies!, serie nacida en 1996 en las páginas de The Face, la Biblia del callejeo británico, es un apabullante botón de muestra que deja claro por qué su autor está considerado una de las primeras espadas del cómic contracultural inglés. LOS FREEBIES son esos ""regalos gratuitos"" que vienen en los paquetes de cereales, pero son también una banda de supervillanos formada por un gorila morado y estúpido, un enano ligeramente afeminado y un nota que tiene una pelota de baloncesto por cabeza. Se acaban de fugar de la trena. Whitey Action y Terry Phoo van a darles caza. Y eso no es más que el principio","","https://i1.whakoom.com/small/13/3d/8aeb4012db5a46babb5cce50df896698.jpg","Ediciones La Cúpula","Español (España)","Rústica 68 pp","https://www.whakoom.com/ediciones/115/a_por_los_freebies-rustica_68_pp"
"¡A todo volumen, Bruno!","Octubre 2011","Baru","978-8-415-16332-9","Una novela negra llena de chispa en la que Baru rinde homenaje a los relatos de Donald Westlake, al cine de Georges Lautner y a actores como Michel Constantin y Lino Ventura, enfrentando a dos mundos en principio aliados, el de unos atracadores de gatillo fácil y unos bandidos a la antigua. El autor, no renuncia, sin embargo, a su habitual compromiso social y fluyen en la trama temas muy de su gusto como la solidaridad, los suburbios o la integración.","","https://i1.whakoom.com/small/20/2b/0281b47819f849a1ae1ebe056059bbca.jpg","Astiberri","Español (España)","Cartoné 124 pp","https://www.whakoom.com/ediciones/8/a_todo_volumen_bruno-cartone_124_pp"
"¡Abran fuego!","2006","Fany Córdoba","978-8-484-49101-9","Toda una road-movie del cómic con dos protagonistas que, al más puro estilo de Telma y Louise viven una historia de balas, amor, alcohol y asfalto.","","https://i1.whakoom.com/small/28/32/db4596abc83b446ba88b66281a7a7c51.jpg","Glénat España - Editores de Tebeos","Español (España)","Rústica 48 pp","https://www.whakoom.com/ediciones/9/abran_fuego-rustica_48_pp_bn"
"¡Accidente!","2019","Andrea Tsurumi","978-6-075-27923-7","¡Desastre! ¡Calamidad! ¡Ca-tás-tro-fe! Cuando Lola mancha sin querer un sillón en su casa decide que la mejor opción para resolver ese desastre es huir a la biblioteca, donde espera que nadie la encuentre. En su presurosa carrera se encontrará una catástrofe tras otra: un columpio roto, una manguera arruinada, un choque de autos… ¡toda una ciudad en caos! ¿Tendrán fin y solución todos estos resbalones, choques y roturas, o serán sólo simples accidentes? Este frenético libro de líneas vibrantes y expresivas recuerda a grandes maestros de la ilustración infantil, como Richard Scarry o Tove Janssen. Está destinado a convertirse en un clásico de todos los tiempos.","","https://i1.whakoom.com/small/1c/18/e443e6cf6582412eafcdc3ad6d51af66.jpg","Océano Travesía","Español (España)","Cartoné 48 pp","https://www.whakoom.com/ediciones/666115/accidente"
"¡Achís!","16 de junio de 2021","Naoki Urasawa","978-8-413-41632-8","Los personajes de Urasawa se enfrentan a elementos fantásticos que van desde poderes psíquicos hasta visitantes extraterrestres del planeta Tierra y ataques de monstruos gigantes. Por otro lado, el autor filosofa sobre su experiencia en el mundo real llevando algunas historias al terreno personal. Selección de ocho historias cortas y ensayos gráficos del famoso autor de manga Naoki Urasawa","","https://i1.whakoom.com/small/38/1e/197b66cbad864f8d99c06627574ed956.jpg","Planeta Cómic","Español (España)","Rústica con sobrecubierta 192 pp","https://www.whakoom.com/ediciones/597638/achis-rustica_192_pp"
